policy_id,age,customer_months,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud
754596,27,101,2025-08-06,A,250/500,500,1379.5,0,594768,MALE,PhD,armed-forces,dancing,own-child,30360,-52099,2026-01-30,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,S2,Arlington,0,3,?,2,1,?,93091.95000000001,12721,11633,41743,BMW,X6,2007,0
897453,38,242,2003-11-13,A,250/500,1000,811.06,0,590543,FEMALE,College,other-service,paintball,not-in-family,0,-62187,2026-02-06,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,S3,Northbrook,16,1,NO,0,1,?,92128.05,16275,5809,45629,Mercedes,E400,2025,0
828542,54,424,2009-11-25,A,250/500,1000,1163.98,6000000,451507,MALE,Associate,machine-op-inspct,skydiving,own-child,70635,-42486,2026-02-09,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,S3,Springfield,0,1,YES,2,0,YES,53777.25,6362,6257,25635,Suburu,Forrestor,2013,0
494557,55,420,2021-04-28,C,250/500,1000,1302.63,4000000,442761,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-65356,2025-12-27,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,S4,Hillsdale,23,1,NO,2,0,YES,72974.25,5230,5347,43074,Accura,MDX,2016,1
941100,38,144,2023-10-25,A,250/500,2000,1929.15,0,461816,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,70678,0,2025-12-30,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,S2,Columbus,17,3,YES,1,3,NO,72778.5,5276,11184,38308,Chevrolet,Silverado,2026,1
220218,25,93,2002-11-11,B,250/500,1000,1218.27,0,464525,MALE,College,exec-managerial,sleeping,not-in-family,0,0,2026-01-19,Multi-vehicle Collision,Rear Collision,Major Damage,Other,S4,Springfield,4,2,YES,2,2,NO,69331.95000000001,10211,5150,35773,Honda,CRV,2011,1
472976,46,261,2014-08-25,A,500/1000,500,1130.52,0,623998,FEMALE,PhD,priv-house-serv,yachting,not-in-family,84864,-53459,2026-01-25,Multi-vehicle Collision,Side Collision,Total Loss,Other,S4,Columbus,23,3,?,0,0,YES,73724.85,10156,0,44726,Saab,92x,2016,0
557447,49,374,2012-11-23,B,500/1000,1000,1567.82,0,452519,MALE,Masters,handlers-cleaners,chess,not-in-family,0,-34084,2026-01-23,Vehicle Theft,?,Minor Damage,Police,S2,Hillsdale,5,1,YES,2,2,?,6068.25,808,849,2907,Dodge,RAM,2020,1
243242,29,138,2002-11-10,C,100/300,500,1354.79,5000000,439117,FEMALE,High School,exec-managerial,dancing,unmarried,0,-67276,2025-12-18,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,S2,Riverwood,16,1,NO,2,0,YES,76823.1,10686,5565,38124,Toyota,Highlander,2021,0
527582,30,90,2021-06-02,B,250/500,2000,1316.63,8000000,611951,FEMALE,Masters,machine-op-inspct,golf,unmarried,42056,0,2026-01-16,Multi-vehicle Collision,Side Collision,Minor Damage,Other,S2,Northbend,13,3,YES,2,0,?,108827.55,12766,13364,57505,BMW,X6,2020,0
814050,33,102,2025-09-09,A,100/300,500,1549.36,3000000,440796,MALE,JD,tech-support,chess,wife,0,0,2026-01-12,Single Vehicle Collision,Side Collision,Total Loss,Other,S7,Northbend,11,1,NO,1,0,NO,65205.00000000001,9176,4801,33445,Chevrolet,Silverado,2015,1
403994,39,169,2003-12-06,B,100/300,2000,1606.02,0,431400,MALE,MD,protective-serv,video-games,unmarried,62222,-32709,2026-01-21,Single Vehicle Collision,Side Collision,Total Loss,Other,S3,Columbus,8,1,NO,0,0,?,57098.25000000001,5748,5788,29433,Suburu,Impreza,2012,0
782787,38,228,2023-09-29,C,500/1000,500,1330.29,0,614888,FEMALE,JD,sales,reading,husband,34108,0,2026-01-19,Single Vehicle Collision,Side Collision,Minor Damage,Other,S5,Riverwood,10,1,YES,1,0,YES,81033.75,6715,6709,44511,Mercedes,ML350,2006,0
632217,34,177,2006-03-22,A,250/500,500,1815.45,5000000,429630,MALE,College,transport-moving,kayaking,unmarried,32636,-51612,2026-02-03,Single Vehicle Collision,Rear Collision,Total Loss,Police,S3,Hillsdale,17,1,?,2,1,YES,64557.00000000001,4235,8909,32817,Volkswagen,Jetta,2017,0
278044,46,256,2015-08-27,A,100/300,2000,1505.81,0,595322,FEMALE,MD,adm-clerical,polo,wife,0,0,2025-12-29,Multi-vehicle Collision,Front Collision,Total Loss,Police,S4,Riverwood,4,4,NO,2,1,?,99712.35,15173,7632,51433,Volkswagen,Jetta,2007,0
869844,40,173,2006-04-16,C,500/1000,500,1330.81,5000000,440342,MALE,PhD,exec-managerial,hiking,husband,0,-44951,2026-03-03,Multi-vehicle Collision,Front Collision,Major Damage,Other,S2,Arlington,9,3,YES,2,2,YES,98509.5,12720,6444,50257,Toyota,Highlander,2023,1
694393,43,292,2012-08-17,B,100/300,500,1146.61,0,622022,FEMALE,College,prof-specialty,golf,other-relative,46000,-63062,2026-03-11,Parked Car,?,Trivial Damage,Police,S3,Columbus,3,1,?,2,0,NO,6966.000000000001,494,492,3916,Dodge,RAM,2014,0
488255,19,2,2014-03-13,C,500/1000,1000,1234.0,4000000,637246,FEMALE,High School,craft-repair,golf,other-relative,0,-54371,2026-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Other,S3,Columbus,22,1,NO,1,3,YES,62738.55,4005,8100,36922,Audi,A5,2011,0
392332,39,183,2018-01-23,A,500/1000,2000,999.95,0,611574,FEMALE,JD,exec-managerial,camping,other-relative,36383,-51122,2026-03-01,Parked Car,?,Trivial Damage,,S2,Hillsdale,10,1,?,2,1,YES,8309.25,618,599,5176,Nissan,Ultima,2012,0
529986,60,417,2011-11-15,A,100/300,500,993.95,0,491492,FEMALE,Associate,exec-managerial,cross-fit,wife,0,-58652,2026-02-05,Single Vehicle Collision,Front Collision,Major Damage,Police,S5,Northbrook,18,1,YES,2,1,?,127913.85,7960,15891,75483,Accura,TL,2013,1
962886,50,386,2005-03-03,C,250/500,1000,1622.68,0,613114,MALE,PhD,machine-op-inspct,board-games,not-in-family,76575,0,2026-01-23,Multi-vehicle Collision,Side Collision,Major Damage,Other,S3,Springfield,2,3,NO,2,1,YES,118979.55,12766,13506,56803,Volkswagen,Passat,2022,1
764426,57,415,2001-01-30,C,100/300,500,2003.6,4000000,486363,MALE,Masters,machine-op-inspct,reading,own-child,48114,-81100,2026-01-21,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,S1,Hillsdale,7,1,?,2,3,?,121930.65000000001,16758,8514,69058,Mercedes,E400,2015,1
957423,42,272,2020-05-17,C,100/300,500,934.09,0,632075,FEMALE,JD,exec-managerial,skydiving,not-in-family,55317,-73974,2026-02-10,Single Vehicle Collision,Front Collision,Total Loss,Fire,S1,Riverwood,18,1,?,1,0,?,97310.70000000001,15562,7818,51143,Honda,CRV,2022,0
253335,40,199,2012-06-17,B,250/500,2000,1815.16,0,455185,MALE,JD,protective-serv,camping,other-relative,0,-76084,2025-12-15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,S2,Hillsdale,0,3,NO,1,0,NO,62012.25000000001,4846,4894,39922,Jeep,Grand Cherokee,2020,0
116935,40,215,2011-08-22,A,100/300,1000,1646.35,0,623615,MALE,JD,transport-moving,base-jumping,not-in-family,55392,-43804,2026-03-02,Single Vehicle Collision,Rear Collision,Total Loss,Other,S3,Northbrook,17,1,NO,1,0,YES,58622.4,7887,3907,33382,Accura,MDX,2011,0
647032,57,372,2019-11-01,A,100/300,1000,1104.57,0,446661,FEMALE,JD,other-service,base-jumping,unmarried,43423,-72501,2026-02-04,Multi-vehicle Collision,Rear Collision,Total Loss,Police,S1,Hillsdale,0,3,NO,0,3,NO,52401.600000000006,0,0,40801,Suburu,Legacy,2009,0
579633,37,217,2006-01-26,C,500/1000,1000,1275.99,0,426596,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-54735,2026-02-11,Single Vehicle Collision,Rear Collision,Total Loss,Other,S1,Columbus,17,1,NO,0,2,YES,73656.0,9999,9870,33574,Saab,95,2015,0
978441,52,363,2024-11-12,A,500/1000,500,1448.75,0,617295,MALE,College,other-service,basketball,wife,52924,0,2026-01-30,Multi-vehicle Collision,Side Collision,Total Loss,Police,S2,Northbend,15,3,NO,0,0,?,124556.40000000001,16109,8117,68567,Chevrolet,Malibu,2025,0
990596,47,276,2010-11-17,A,250/500,2000,1164.0,0,472350,FEMALE,Masters,farming-fishing,movies,wife,49035,-74385,2026-02-13,Vehicle Theft,?,Trivial Damage,Police,S3,Riverwood,9,1,NO,2,1,NO,3484.3500000000004,310,313,2163,Honda,Accord,2017,0
869545,24,62,2011-01-20,B,250/500,1000,978.96,0,483741,MALE,Masters,prof-specialty,video-games,husband,54476,0,2025-12-27,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,S2,Columbus,22,4,NO,0,0,?,105426.90000000001,12537,13003,47930,Toyota,Corolla,2016,0
949184,35,167,2011-02-11,C,250/500,1000,1497.19,0,466565,MALE,MD,other-service,cross-fit,husband,55087,-49251,2026-02-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,S3,Springfield,1,1,YES,2,1,NO,68473.35,5618,11317,32718,Toyota,Corolla,2024,0
579010,30,118,2003-04-02,B,100/300,1000,1592.57,0,448635,MALE,High School,farming-fishing,video-games,wife,48984,-63936,2025-12-24,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,S1,Hillsdale,1,3,NO,1,2,?,101599.65000000001,14510,13767,51523,Suburu,Impreza,2026,0
716532,28,81,2007-07-01,B,500/1000,2000,1214.06,0,619886,MALE,College,priv-house-serv,dancing,unmarried,50349,-59163,2026-02-26,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,S1,Northbend,14,4,YES,0,0,NO,81498.15000000001,11191,5455,43475,Toyota,Camry,2023,0
839153,44,257,2007-03-31,A,250/500,2000,1635.92,0,460437,FEMALE,Masters,exec-managerial,exercise,husband,0,0,2026-01-14,Single Vehicle Collision,Front Collision,Minor Damage,Other,S1,Northbend,8,1,YES,0,0,YES,143571.15000000002,15986,16345,72234,Audi,A3,2013,0
610412,37,235,2002-11-25,C,100/300,500,1534.91,0,469570,FEMALE,Masters,protective-serv,reading,unmarried,0,-48856,2026-03-17,Vehicle Theft,?,Trivial Damage,Police,S3,Springfield,5,1,YES,1,2,?,10384.2,765,1519,5567,Saab,93,2011,0
645676,45,307,2018-05-17,A,500/1000,1000,1082.63,6000000,488186,MALE,JD,prof-specialty,dancing,own-child,36900,-52305,2026-01-29,Single Vehicle Collision,Side Collision,Minor Damage,Police,S2,Arlington,18,1,NO,2,3,YES,44069.4,3117,6398,25132,Volkswagen,Passat,2016,0
793525,31,126,2016-07-07,C,250/500,500,1333.95,0,440738,FEMALE,Associate,prof-specialty,basketball,wife,0,-56238,2026-03-10,Single Vehicle Collision,Side Collision,Total Loss,Fire,S2,Northbrook,13,1,?,1,2,NO,93077.1,11719,11479,48945,Mercedes,ML350,2020,0
398526,55,381,2023-05-11,C,100/300,2000,1372.0,0,453877,MALE,High School,craft-repair,movies,wife,35810,-78570,2026-01-21,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,S2,Columbus,18,3,?,1,2,?,42444.0,5519,5444,20788,Ford,Fusion,2021,1
395269,41,250,2024-06-24,A,500/1000,1000,1277.42,0,480546,FEMALE,JD,tech-support,polo,own-child,47995,-75748,2026-01-27,Single Vehicle Collision,Side Collision,Minor Damage,Other,S4,Columbus,22,1,YES,1,3,NO,87789.15000000001,12785,12759,38394,Volkswagen,Jetta,2022,0
960738,29,42,2001-08-23,C,100/300,500,1425.93,0,474463,MALE,MD,priv-house-serv,movies,not-in-family,0,0,2026-03-05,Parked Car,?,Minor Damage,,S1,Springfield,6,1,?,1,3,?,8203.95,1002,961,4112,Suburu,Impreza,2011,0
343930,46,261,2003-09-09,B,500/1000,1000,1268.03,0,493064,MALE,MD,transport-moving,base-jumping,own-child,0,0,2026-03-05,Single Vehicle Collision,Front Collision,Total Loss,Fire,S1,Columbus,11,1,YES,1,0,?,78057.0,9198,9400,42673,Ford,Escape,2019,0
205375,25,91,2018-09-25,C,100/300,500,727.71,0,431961,MALE,MD,exec-managerial,camping,husband,51004,0,2026-01-27,Multi-vehicle Collision,Front Collision,Major Damage,Fire,S7,Springfield,6,3,YES,1,2,YES,49593.600000000006,3603,7692,24996,Nissan,Pathfinder,2021,0
728318,52,393,2009-03-26,B,500/1000,2000,789.88,0,462942,MALE,Masters,armed-forces,chess,unmarried,0,0,2026-01-07,Vehicle Theft,?,Minor Damage,Police,S5,Riverwood,6,1,NO,1,2,NO,8716.95,624,1220,4299,Mercedes,C300,2012,1
710711,37,191,2024-06-09,A,100/300,500,957.91,0,477744,MALE,High School,adm-clerical,golf,husband,70229,-74445,2026-02-23,Vehicle Theft,?,Trivial Damage,,S1,Hillsdale,7,1,?,1,1,YES,5015.25,409,395,2889,Honda,Civic,2010,0
997185,33,196,2005-09-08,C,250/500,2000,1299.6,0,649422,MALE,High School,exec-managerial,video-games,wife,55237,-81728,2025-12-28,Vehicle Theft,?,Trivial Damage,,S4,Hillsdale,13,1,NO,0,3,YES,8804.7,1138,1233,4130,Volkswagen,Jetta,2013,0
750704,40,237,2012-01-30,A,500/1000,2000,1457.11,0,629428,MALE,JD,craft-repair,reading,unmarried,0,0,2026-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,S2,Northbrook,20,3,?,1,0,YES,68283.0,5701,5223,38200,Saab,95,2010,0
698810,37,211,2020-12-13,C,100/300,2000,1222.16,0,472567,FEMALE,MD,craft-repair,camping,wife,0,0,2025-12-29,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,S6,Hillsdale,17,3,?,1,3,?,87459.75,7836,8523,48441,Jeep,Wrangler,2025,0
757981,33,33,2008-07-09,B,500/1000,1000,1118.72,6000000,440641,FEMALE,Associate,handlers-cleaners,dancing,unmarried,46228,-60236,2025-12-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,S4,Springfield,16,1,?,2,1,?,107361.45000000001,7798,7733,66748,BMW,M5,2009,0
732802,32,106,2005-11-18,B,100/300,2000,1009.56,5000000,487022,MALE,Associate,handlers-cleaners,yachting,own-child,20059,-83857,2025-12-28,Multi-vehicle Collision,Side Collision,Total Loss,Police,S1,Riverwood,21,3,YES,1,2,?,132355.35,14867,20851,56930,Honda,CRV,2012,0
862596,33,177,2019-01-30,C,500/1000,1000,1165.45,8000000,464179,FEMALE,PhD,protective-serv,dancing,other-relative,0,0,2026-03-04,Vehicle Theft,?,Trivial Damage,Police,S1,Arlington,5,1,?,2,0,YES,10145.25,844,805,5460,Volkswagen,Passat,2006,0
213636,27,82,2006-05-04,B,100/300,500,1480.65,0,470595,MALE,Associate,tech-support,kayaking,not-in-family,0,-53973,2026-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,S3,Columbus,19,1,NO,2,2,?,52164.0,7640,4035,27468,BMW,M5,2021,0
148097,27,78,2004-11-28,A,100/300,1000,1145.66,0,479759,MALE,JD,armed-forces,movies,other-relative,0,0,2026-02-12,Multi-vehicle Collision,Side Collision,Minor Damage,Police,S2,Hillsdale,15,2,?,0,1,YES,96036.3,6155,12489,52977,Toyota,Highlander,2019,0
555549,45,287,2013-09-29,B,100/300,1000,1070.78,0,646932,MALE,Masters,priv-house-serv,polo,husband,0,0,2026-02-02,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,S5,Hillsdale,4,3,?,2,1,?,62479.350000000006,10306,5233,31847,Mercedes,C300,2020,0
768540,33,161,2018-03-17,A,100/300,1000,1478.51,0,453598,FEMALE,Associate,tech-support,kayaking,other-relative,36535,-60307,2026-03-07,Parked Car,?,Minor Damage,Police,S3,Northbend,3,1,NO,1,1,NO,3916.3500000000004,314,333,2270,Toyota,Highlander,2019,0
728005,28,79,2022-01-18,B,250/500,1000,1209.51,6000000,449069,MALE,Masters,other-service,bungie-jumping,other-relative,0,0,2026-02-27,Vehicle Theft,?,Minor Damage,Police,S1,Northbrook,3,1,YES,2,2,NO,9911.7,750,1431,5082,Nissan,Maxima,2013,0
221380,34,49,2015-01-25,B,500/1000,500,1122.98,0,623702,FEMALE,PhD,exec-managerial,base-jumping,other-relative,65512,-23376,2026-01-06,Single Vehicle Collision,Front Collision,Minor Damage,Police,S2,Springfield,23,1,YES,1,3,?,83582.55,11840,5525,46263,Chevrolet,Malibu,2023,0
268931,40,188,2025-09-16,A,250/500,1000,1440.95,0,484642,MALE,PhD,machine-op-inspct,movies,not-in-family,47409,-40629,2026-03-09,Parked Car,?,Minor Damage,Police,S4,Northbend,5,1,NO,0,1,YES,3605.8500000000004,495,503,1696,Ford,F150,2020,0
129442,41,296,2025-01-24,C,500/1000,500,971.16,0,450956,MALE,Masters,machine-op-inspct,kayaking,own-child,31330,0,2026-01-01,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,S3,Hillsdale,10,1,NO,0,1,NO,65448.00000000001,4622,9897,34675,Saab,95,2024,0
834829,34,134,2009-04-07,B,250/500,2000,1704.4,0,472659,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-70992,2026-01-26,Single Vehicle Collision,Side Collision,Total Loss,Fire,S5,Northbend,7,1,?,1,2,NO,101347.20000000001,15514,7483,54466,Audi,A3,2020,0
149171,61,454,2021-09-19,A,500/1000,1000,1325.16,0,438126,MALE,PhD,protective-serv,board-games,own-child,37908,0,2025-12-29,Multi-vehicle Collision,Side Collision,Total Loss,Police,S3,Hillsdale,10,3,?,2,2,NO,93452.40000000001,14048,6772,49123,Toyota,Corolla,2025,0
433822,41,230,2007-04-12,A,250/500,1000,1524.45,4000000,613532,MALE,High School,handlers-cleaners,chess,wife,0,-44934,2026-02-05,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,S5,Hillsdale,21,4,NO,0,0,NO,57528.9,4321,4368,33750,Saab,92x,2006,1
643012,57,446,2018-02-21,B,100/300,1000,1000.52,5000000,633985,MALE,College,protective-serv,paintball,wife,51963,-51891,2026-01-22,Multi-vehicle Collision,Rear Collision,Major Damage,Police,S2,Arlington,19,3,YES,0,3,?,89214.75,11829,12003,43616,Jeep,Wrangler,2018,1
262632,30,34,2019-03-03,A,100/300,500,1392.96,5000000,492382,FEMALE,PhD,other-service,base-jumping,husband,68823,-51809,2026-01-17,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,S1,Northbrook,2,1,YES,0,1,?,72893.25,6192,13033,35847,Toyota,Camry,2023,0
952275,36,208,2025-04-21,B,100/300,500,1464.77,0,485727,FEMALE,College,exec-managerial,yachting,not-in-family,0,-19987,2026-03-15,Multi-vehicle Collision,Side Collision,Total Loss,Fire,S3,Riverwood,11,3,NO,2,1,?,33169.5,2721,2825,19969,Saab,95,2017,1
404286,57,440,2002-06-20,B,250/500,500,1116.85,0,472623,MALE,Masters,priv-house-serv,dancing,wife,0,0,2026-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Police,S1,Springfield,14,1,NO,2,0,YES,80991.90000000001,6600,6732,47863,Dodge,Neon,2006,0
621694,27,94,2020-02-09,B,100/300,1000,1554.43,0,421142,FEMALE,High School,priv-house-serv,exercise,wife,0,0,2026-01-15,Parked Car,?,Trivial Damage,Police,S3,Arlington,4,1,?,1,2,NO,7960.950000000001,643,665,4802,Nissan,Pathfinder,2018,0
881447,41,236,2011-05-17,A,250/500,1000,957.99,0,444906,FEMALE,College,tech-support,dancing,other-relative,0,0,2026-01-18,Multi-vehicle Collision,Side Collision,Minor Damage,Other,S2,Northbrook,17,3,?,2,3,YES,59670.00000000001,8177,4092,31118,Nissan,Pathfinder,2011,0
868720,31,82,2020-06-09,C,500/1000,1000,1033.25,0,438675,FEMALE,Masters,sales,chess,husband,0,-49542,2026-01-19,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,S1,Springfield,16,3,NO,0,3,YES,79717.5,5595,11368,42635,Nissan,Ultima,2017,1
364226,48,338,2005-03-14,C,500/1000,1000,1252.21,0,430829,MALE,MD,other-service,kayaking,own-child,0,-52066,2026-03-29,Parked Car,?,Minor Damage,,S5,Riverwood,13,1,NO,0,1,?,5868.450000000001,832,903,2559,Ford,F150,2015,0
495208,56,427,2015-02-06,C,100/300,2000,1577.0,0,454313,MALE,Masters,transport-moving,kayaking,unmarried,0,-25449,2026-02-09,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,S1,Riverwood,16,3,NO,1,0,?,106455.6,12428,6258,56156,Nissan,Ultima,2020,0
619330,50,374,2018-10-18,A,250/500,500,1106.69,0,645900,MALE,JD,craft-repair,camping,not-in-family,35953,0,2026-01-09,Single Vehicle Collision,Front Collision,Minor Damage,Police,S3,Northbend,16,1,?,2,3,YES,93860.1,12277,6023,47171,Honda,Civic,2017,0
197762,44,225,2021-04-30,C,100/300,2000,1339.68,0,467304,FEMALE,Masters,adm-clerical,reading,not-in-family,0,0,2026-01-30,Single Vehicle Collision,Rear Collision,Minor Damage,Police,S1,Northbend,12,1,?,1,2,NO,87579.90000000001,9949,10516,46164,Chevrolet,Malibu,2026,0
730061,55,421,2002-10-23,A,500/1000,500,1134.96,0,586588,FEMALE,MD,machine-op-inspct,chess,husband,0,0,2026-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Police,S2,Hillsdale,14,1,?,0,0,NO,55768.50000000001,3866,4232,34188,Volkswagen,Passat,2011,1
498454,31,104,2001-01-13,B,100/300,2000,667.36,0,456111,FEMALE,JD,armed-forces,exercise,not-in-family,0,0,2026-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Police,S3,Northbend,6,3,?,0,1,YES,90780.75,5715,11805,47782,Nissan,Pathfinder,2022,1
515237,29,140,2009-01-29,C,500/1000,500,1397.21,0,586368,MALE,PhD,armed-forces,basketball,wife,69056,-62999,2025-12-25,Single Vehicle Collision,Side Collision,Minor Damage,Other,S3,Riverwood,22,1,YES,2,3,NO,90517.5,11623,10939,46091,Volkswagen,Jetta,2007,0
594868,49,264,2022-10-09,A,500/1000,1000,1214.0,0,475698,FEMALE,Associate,prof-specialty,video-games,own-child,56679,0,2025-12-25,Multi-vehicle Collision,Side Collision,Minor Damage,Police,S4,Northbrook,0,3,NO,1,3,?,52332.75,7975,4051,26522,Jeep,Wrangler,2025,0
683851,26,98,2019-01-04,C,100/300,1000,1594.21,0,468938,FEMALE,College,handlers-cleaners,board-games,husband,0,-71434,2026-03-17,Multi-vehicle Collision,Front Collision,Minor Damage,Police,S1,Springfield,11,3,YES,1,1,NO,103740.75,7808,16301,52649,Jeep,Wrangler,2019,0
647334,41,279,2005-06-04,B,250/500,1000,829.53,0,440011,MALE,High School,sales,cross-fit,unmarried,59090,0,2026-02-01,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,S2,Columbus,17,3,?,1,1,NO,84099.6,4722,9417,47920,Mercedes,ML350,2025,1
134210,32,120,2017-09-02,C,100/300,1000,1327.74,0,461417,FEMALE,Masters,farming-fishing,kayaking,wife,28919,0,2026-03-16,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,S1,Columbus,23,1,YES,0,1,NO,78750.90000000001,5516,5718,45052,Toyota,Camry,2014,0
605736,35,160,2001-01-25,C,100/300,500,813.52,0,623227,MALE,PhD,machine-op-inspct,base-jumping,other-relative,35424,0,2026-01-23,Multi-vehicle Collision,Rear Collision,Major Damage,Police,S1,Springfield,15,3,YES,2,1,?,96516.90000000001,15578,0,52094,Nissan,Maxima,2025,1
960387,31,116,2012-11-21,C,500/1000,500,940.04,0,456480,MALE,JD,handlers-cleaners,golf,not-in-family,0,-34577,2026-02-12,Multi-vehicle Collision,Front Collision,Major Damage,Other,S3,Riverwood,8,3,NO,0,3,?,82246.05,6742,6444,46085,Volkswagen,Passat,2015,1
766371,38,16,2017-11-23,B,250/500,1000,837.58,0,423871,FEMALE,JD,adm-clerical,hiking,unmarried,31265,-82011,2026-01-27,Parked Car,?,Trivial Damage,Police,S2,Arlington,9,1,?,2,1,?,4452.3,425,426,2502,Suburu,Legacy,2013,0
284648,30,147,2005-03-28,C,100/300,1000,1749.38,0,427378,MALE,College,sales,yachting,own-child,40340,0,2026-01-12,Vehicle Theft,?,Trivial Damage,Police,S3,Springfield,7,1,YES,1,3,YES,5898.150000000001,509,497,3545,Volkswagen,Jetta,2024,0
307048,43,47,2008-01-14,B,100/300,2000,1333.5,0,620895,MALE,College,sales,base-jumping,other-relative,33966,-55766,2025-12-28,Multi-vehicle Collision,Rear Collision,Major Damage,Police,S5,Arlington,23,3,YES,0,2,?,117028.8,17756,17547,54999,Jeep,Wrangler,2024,0
642960,38,204,2008-07-18,A,500/1000,1000,1005.12,0,491622,MALE,Associate,armed-forces,paintball,unmarried,0,0,2026-01-03,Vehicle Theft,?,Minor Damage,,S5,Riverwood,4,1,YES,1,2,?,10170.900000000001,755,789,5952,Dodge,RAM,2008,0
200243,31,129,2012-05-23,A,100/300,1000,1041.06,0,430377,FEMALE,PhD,farming-fishing,base-jumping,wife,0,0,2026-01-29,Single Vehicle Collision,Side Collision,Total Loss,Other,S1,Columbus,17,1,?,1,0,?,111447.90000000001,7249,14979,59498,Audi,A3,2025,0
294969,58,439,2010-05-02,A,250/500,2000,1473.81,0,452570,MALE,Associate,tech-support,movies,own-child,24825,0,2026-01-30,Parked Car,?,Minor Damage,,S2,Riverwood,8,1,YES,0,1,YES,7159.05,971,975,3371,Volkswagen,Passat,2019,0
619169,34,118,2022-11-30,B,250/500,500,1234.22,0,441033,FEMALE,College,tech-support,hiking,wife,57956,0,2026-01-14,Single Vehicle Collision,Front Collision,Major Damage,Fire,S7,Springfield,7,1,YES,2,1,YES,63568.8,8412,8321,27791,Honda,Civic,2009,1
397215,30,95,2012-10-11,A,100/300,500,1458.03,6000000,456095,MALE,College,prof-specialty,hiking,wife,39289,-50355,2026-02-08,Single Vehicle Collision,Side Collision,Total Loss,Fire,S5,Arlington,22,1,?,0,0,YES,71926.65000000001,0,6740,47321,Ford,Escape,2015,0
620683,33,204,2013-07-24,C,100/300,500,805.66,3000000,618061,MALE,JD,exec-managerial,chess,not-in-family,30411,-30350,2025-12-31,Vehicle Theft,?,Minor Damage,,S4,Northbrook,5,1,YES,2,1,?,7589.700000000001,1028,518,4031,Suburu,Forrestor,2014,1
963820,60,441,2016-12-09,C,100/300,1000,1201.0,7000000,457326,MALE,MD,craft-repair,board-games,own-child,0,-53584,2026-02-28,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,S1,Springfield,23,1,YES,1,2,YES,122905.35,12538,18885,56132,Volkswagen,Jetta,2015,1
529136,27,116,2013-09-18,A,250/500,500,1404.49,5000000,420135,MALE,MD,sales,yachting,other-relative,0,0,2026-03-25,Multi-vehicle Collision,Side Collision,Major Damage,Police,S2,Northbend,2,3,NO,1,2,NO,111330.45000000001,7350,14847,59446,Ford,F150,2022,1
339692,33,215,2015-06-18,B,500/1000,1000,1154.66,0,618266,MALE,Masters,adm-clerical,yachting,husband,38280,-42228,2025-12-31,Vehicle Theft,?,Trivial Damage,,S3,Columbus,6,1,?,2,1,NO,3527.55,224,461,2079,Jeep,Wrangler,2012,0
